0.000000	0.000000	119678373.654659
0.040000	0.000000	119329799.683859
0.080000	0.000000	118277294.454407
0.120000	0.000000	116501218.478282
0.160000	0.000000	113972056.706556
0.200000	0.000000	110657014.083753
0.240000	0.000000	106529853.301918
0.280000	0.000000	101581317.771050
0.320000	0.000000	95827218.164737
0.360000	0.000000	89313592.650447
0.400000	0.000000	82120891.069815
0.440000	0.000000	74368859.970439
0.480000	0.000000	66220425.981825
0.520000	0.000000	57879602.637662
0.560000	0.000000	49579061.918170
0.600000	0.000000	41557974.238680
0.640000	0.000000	34036332.172445
0.680000	0.000000	27193713.794546
0.720000	0.000000	21157193.474482
0.760000	0.000000	15997970.444514
0.800000	0.000000	11733367.458350
0.840000	0.000000	8331567.779484
0.880000	0.000000	5718851.532945
0.920000	0.000000	3790262.972116
0.960000	0.000000	2423523.453963
1.000000	0.000000	1493938.724505
1.040000	0.000000	887060.449475
1.080000	0.000000	506727.274825
1.120000	0.000000	278008.565316
1.160000	0.000000	146183.220928
1.200000	0.000000	73505.066975
1.240000	0.000000	35270.591754
1.280000	0.000000	16124.335338
1.320000	0.000000	7016.381440
1.360000	0.000000	2905.397377
1.400000	0.000000	1145.274573
1.440000	0.000000	430.034153
1.480000	0.000000	153.894890
1.520000	0.000000	52.493756
1.560000	0.000000	17.055407
1.600000	0.000000	5.270215
1.640000	0.000000	1.545350
1.680000	0.000000	0.428826
1.720000	0.000000	0.112300
1.760000	0.000000	0.027685
1.800000	0.000000	0.006413
1.840000	0.000000	0.001395
1.880000	0.000000	0.000285
1.920000	0.000000	0.000055
1.960000	0.000000	0.000010
2.000000	0.000000	0.000002
-2.000000	0.000000	0.000002
-1.960000	0.000000	0.000010
-1.920000	0.000000	0.000055
-1.880000	0.000000	0.000285
-1.840000	0.000000	0.001395
-1.800000	0.000000	0.006413
-1.760000	0.000000	0.027685
-1.720000	0.000000	0.112300
-1.680000	0.000000	0.428826
-1.640000	0.000000	1.545350
-1.600000	0.000000	5.270215
-1.560000	0.000000	17.055407
-1.520000	0.000000	52.493756
-1.480000	0.000000	153.894890
-1.440000	0.000000	430.034153
-1.400000	0.000000	1145.274573
-1.360000	0.000000	2905.397377
-1.320000	0.000000	7016.381440
-1.280000	0.000000	16124.335338
-1.240000	0.000000	35270.591754
-1.200000	0.000000	73505.066975
-1.160000	0.000000	146183.220928
-1.120000	0.000000	278008.565316
-1.080000	0.000000	506727.274825
-1.040000	0.000000	887060.449475
-1.000000	0.000000	1493938.724505
